,ApEn_force_d,SampEnt_force_d,mean_force,SD_force,CV_force,rms_force,media0a1_power_force,media1a4_power_force,media4a8_power_force,media8a16_power_force,media0a1_Npower_force,media1a4_Npower_force,media4a8_Npower_force,media8a16_Npower_force,ApEn_force_d_NF,SampEnt_force_d_NF,mean_force_NF,SD_force_NF,CV_force_NF,rms_force_NF,media0a1_power_force_NF,media1a4_power_force_NF,media4a8_power_force_NF,media8a16_power_force_NF,media0a1_Npower_force_NF,media1a4_Npower_force_NF,media4a8_Npower_force_NF,media8a16_Npower_force_NF,Classification
46,0.53117,0.39759,15.81986,0.90221,5.71893,0.62169,0.17651,0.10205,0.00835,0.00219,82.02998,16.83074,2.37526,1.6029499999999999,0.66734,0.50117,16.21382,0.30719,1.87893,0.65179,0.01938,0.0025499999999999997,0.00101,0.00101,83.68786,8.69007,3.49932,3.69679,0
47,0.72109,0.53447,11.61318,0.316,2.73006,0.27432,0.01258,0.00679,0.00172,0.0013,72.89,22.83555,5.0932900000000005,4.17346,0.68288,0.51109,11.0529,0.29415,2.68825,0.59704,0.02049,0.006070000000000001,0.00138,0.00134,74.93854999999999,20.46268,4.08528,4.16017,0
48,0.36357,0.27357,19.79936,1.64818,8.4911,1.6743400000000002,1.5457899999999998,0.22336,0.00783,0.00397,92.25717999999999,8.81296,0.56794,0.41776,0.54145,0.39102,19.02277,0.89408,4.981809999999999,2.0976299999999997,0.26058,0.00524,0.00124,0.00128,88.05279,7.07681,1.6942799999999998,1.49063,0
49,0.78192,0.64638,27.83623,0.4131,1.48527,0.31293,0.05433,0.00898,0.00091,0.00199,85.52597,12.55758,1.35787,3.11117,0.82032,0.71434,27.801920000000003,0.30871,1.11536,0.52458,0.02853,0.00492,0.00118,0.00222,80.0298,11.37923,2.94513,5.559130000000001,0
50,0.6554599999999999,0.53232,26.38417,0.59867,2.27025,0.43838,0.10230999999999998,0.020829999999999998,0.00176,0.0013599999999999999,87.13252,14.137049999999999,1.37576,0.9349000000000001,0.61605,0.53435,25.57524,0.64258,2.5070799999999998,1.08352,0.13677999999999998,0.01457,0.00238,0.00179,89.67373,7.36272,1.39451,0.97198,0
51,0.46663,0.37585999999999997,49.81757,1.4621400000000002,2.92058,1.41696,0.46157000000000004,0.18081999999999998,0.009130000000000001,0.00297,89.49755,12.47222,1.05082,0.59204,0.69984,0.63477,46.70758,0.64968,1.39805,1.6499,0.11752,0.01667,0.00312,0.00197,87.26425,11.139750000000001,2.0822700000000003,1.26774,0
52,0.48036,0.42295999999999995,23.65941,4.22978,18.10464,3.39606,3.2834899999999996,2.79534,0.61812,0.034710000000000005,68.22408,30.187009999999997,6.56649,0.39720999999999995,0.4147,0.3715,25.51903,4.155340000000001,16.408549999999998,3.62335,5.39121,1.59395,0.46620999999999996,0.02233,79.37228,14.88749,5.52994,0.25729,1
53,0.62056,0.42442,26.73902,0.37882000000000005,1.41586,0.30993,0.025509999999999998,0.006619999999999999,0.0007199999999999999,0.00097,80.48688999999999,16.82581,1.90442,2.47087,0.59334,0.36332,26.361439999999998,0.29973,1.13865,0.46584000000000003,0.02515,0.00269,0.00056,0.00091,87.37195,7.9624,1.62454,2.62697,0
54,0.63685,0.387225,35.1474875,0.317875,0.904,0.2743125,0.027025,0.0042125,0.00085,0.0005625,85.8216875,9.662125,2.025175,1.4901,0.388775,0.3253875,32.8451375,0.4180125,1.275675,1.4245125,0.059025,0.0076875,0.001475,0.000625,85.6248625,9.835675,1.8035625,0.7791250000000001,1
55,0.23729,0.19045,27.36434,2.3310500000000003,8.538070000000001,1.9071500000000001,1.9591699999999999,0.26222,0.0214,0.00377,92.43127,7.5725999999999996,0.82165,0.13756,0.20855,0.17972000000000002,27.891769999999998,1.61035,5.79619,1.83876,0.95533,0.04375,0.0098,0.00228,91.941,4.35518,1.10733,0.24586999999999998,1
56,0.29196,0.1958,28.370889999999996,2.33566,8.40585,2.18014,3.44898,0.09617,0.00419,0.0027400000000000002,89.22055,8.1859,0.64929,0.50619,0.29285,0.22339000000000003,27.638189999999998,0.7788200000000001,2.6835999999999998,1.9272300000000002,0.22715999999999997,0.01691,0.00182,0.00092,86.68351,7.94188,1.0775299999999999,0.78152,1
57,0.59008,0.50358,45.32956,1.1789999999999998,2.58983,1.0421099999999999,0.34786,0.0633,0.013819999999999999,0.00476,84.52610999999999,11.56221,2.69976,1.5920299999999998,0.6689,0.60518,44.32054,0.8513,1.92244,1.5265499999999999,0.27867000000000003,0.02436,0.00446,0.0032500000000000003,85.89979000000001,11.0089,1.7819200000000002,1.1898199999999999,0
58,0.75968,0.6397700000000001,23.35434,0.45434,1.9441099999999998,0.67018,0.03675,0.01747,0.00334,0.00205,73.49386,22.15908,4.19383,2.8304400000000003,0.75678,0.61128,23.46994,0.35761,1.51935,0.46312999999999993,0.02509,0.010830000000000001,0.0021000000000000003,0.0015400000000000001,70.52914,22.99086,4.46284,3.15338,0
59,0.42912,0.32931,34.49857,1.6256,4.71636,1.1503700000000001,0.39875,0.07182,0.00732,0.0035299999999999997,89.19095,12.701130000000001,1.45771,0.71241,0.5933900000000001,0.50031,33.40149,0.6752900000000001,2.00988,1.44552,0.07425000000000001,0.01097,0.00211,0.00173,85.716,10.22864,2.45067,1.62032,0
60,0.56351,0.46093,34.97667,1.28245,3.6770699999999996,1.49138,0.37153,0.13441999999999998,0.00925,0.00444,83.00965,17.76286,1.33016,0.7006600000000001,0.5165,0.42777000000000004,36.57029,1.4166699999999999,3.8815,1.973,0.45181000000000004,0.09029000000000001,0.010879999999999999,0.00488,83.78244,14.361250000000002,1.63535,0.69249,0
61,0.6955857142857143,0.6102142857142858,50.50454285714285,0.7763142857142856,1.5367285714285714,0.6357285714285714,0.2158142857142857,0.04972857142857142,0.006728571428571429,0.0030428571428571427,86.97125714285714,12.225657142857143,1.7272571428571428,0.8297142857142857,0.6249285714285715,0.5625571428571429,47.09811428571429,0.8845428571428572,1.8841571428571429,2.2057857142857142,0.19935714285714284,0.04272857142857143,0.005514285714285714,0.0028,82.1617,13.140671428571428,1.7852428571428571,0.9426285714285714,1
62,0.47628333333333334,0.28121666666666667,14.856083333333332,0.46241666666666664,3.115683333333333,0.4211666666666667,0.08686666666666666,0.007816666666666666,0.0005,0.0005166666666666667,91.54993333333334,4.8616166666666665,0.5091833333333333,0.65395,0.4499333333333333,0.3219166666666667,13.98015,0.30893333333333334,2.2215333333333334,0.6323,0.037116666666666666,0.0020833333333333333,0.00035,0.0004833333333333333,87.89983333333333,6.2113499999999995,1.1585500000000002,1.7968166666666665,1
63,0.65075,0.58821,18.79618,2.13994,10.567060000000001,4.81558,4.30491,0.10812999999999999,0.06558,0.00651,72.22058,8.40044,14.64373,1.30783,0.58545,0.5623400000000001,16.76601,0.96057,6.11505,3.10607,0.14567,0.02595,0.09323000000000001,0.00568,64.12575000000001,7.29353,23.34938,1.52403,1
